path,file_size,id,name,description,uri,browse_file_formats,materials,polygons,vertex,is_rigged,is_animated,license,quality,software_for_import,categories,tags
n,33.2 MB,63749,Home Office Living Room Interior Scene 3D Model,Home Office Living Room Interior Scene 3D Model| free download ID63749. File size: 33.2 MB| available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats| includes textures & materials. This interior scene contains furniture design related to 3d ,https://open3dmodel.com/3d-models/home-office-living-room-interior-scene_63749.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|High Quality,architecture|High|High Poly|Home|Interior|Living|models|Office|Poly|quality|Room|scene|scenes
n,3.4 MB,185030,Glass Bottle Jack Daniels Whiskey 3D Model,Free 3D Model Glass Bottle Jack Daniels Whiskey| free download ID185030. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-glass-bottle-jack-daniels-whiskey_185030.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Food|Misc,Alcoholic|alcoholic beverage|beverage|Bottle|bottles|daniels|Glass|jack|Liquor|shot|shot glass|whiskey|Whisky|whisky glass
n,164.4 KB,120445,Refrigerated Truck 3D Model,Free 3D Model of Refrigerated Truck ID120445 for free download| files available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-refrigerated-truck_120445.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,commercial|Commercial vehicle|Refrigerated|Transport|Truck|Trucks|Vehicle
n,745.5 KB,123948,Animated Running Horse 3D Model,Free 3D Model of Animated Running Horse ID123948 for free download| files available in: Maya (.ma| .mb) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-animated-running-horse_123948.html,Ma, Mb,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,Yes,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Farm Animals|Nature,animals|Animated|Animation|domestic|Domestic animals|Horse|Mammal|Running|Wild
n,1,001.4 KB,3488,Airplane 3D Model,Free Airplane 3D Model ID3488 for Free Download in .3DS & .Gsm Zip Files. Download freebies 3dsMax Models of Airplane| Fighter| Interceptor 3D Objects| 3D Models free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/airplane-3d-model-20_3488.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Aircraft|Vehicles|Weapon,Aircraft|Airplane|Fighter|interceptor|Military
n,554.7 KB,38141,Female Robot 3D Model,Download Free 3D Model of Female Robot| files available in: Object File (.obj). Archive file containts android and robots 3d models. You can get free 3d elements or vray materials| textures| etc… from this file to import to your Characters 3d scene| or 3d printing. Great stuffs & materials for 3d design related to architecture visualization| cg visual effects| cg artwork| 3d rendering working.,https://open3dmodel.com/3d-models/female-robot_38141.html,Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Android|Female|Robot|Robots
n,14.3 MB,476419,Galactic Spaceship 3D Model,Free 3D Galactic Spaceship Model for download| available in: Autodesk 3D Studio (.3ds)| Blender (.blend)| Collada (.dae)| Autodesk DXF (.dxf)| Autodesk FBX (.fbx)| Object (.obj) formats. File size: unknown| ID476419. This 3d assets contains textures| material with polygon shapes related to 3d ,https://open3dmodel.com/3d-models/galactic-spaceship_476419.html,3ds|Blend|Dae|Dxf|Fbx|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,Yes,Non-commercial,Low Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Aircraft|Weapon,3dhaupt|Aeroplan|Aircraft|Animated|Animation|Avin|Eevee|Flugzeug|Galactic|Intergalactic|Low Poly|Lowpoly|PBR|Raumschiff|Sci-Fi|space|Spacecraft|Spaceship
n,1.4 MB,41185,Ice Age Scrat 3D Model,Free 3D Model of Ice Age Scrat ID41185 for free download| files available in: Autodesk FBX (.fbx)| Maya (.ma| .mb) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/ice-age-scrat_41185.html,Fbx|Ma, Mb,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Animal Characters|Cartoon Animals|Nature,age|ice|scrat|Squirrel
n,20.6 KB,210983,Fire Exit Door Design 3D Model,Free 3D Model Fire Exit Door Design| free download ID210983. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-fire-exit-door-design_210983.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Architecture|Building Components|Garden Components,Design|Door|exit|fire|Sculpture|Structure
n,1.1 MB,478619,Minimalist House With Swimming Pool 3D Model,3D Minimalist House With Swimming Pool Model for free download| file formats: Sketchup (.skp). File size: 1.1 MB| ID478619. This model contains 3d assets| polygon| shapes related to ,https://open3dmodel.com/3d-models/minimalist-house-with-swimming-pool_478619.html,Skp,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Architecture,architecture|House|Minimalist|Mnmalist|Modern|Pool|Swimming
n,4.8 MB,6474,Plant 3D Model,Free Plant 3D Model ID6474 for Free Download in (.gsm & .3ds) Zip Files. Freebies 3dsMax Models of Plant| Bush| Ornamental Plant 3D Objects| 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/plant-3d-model-15_6474.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Nature|Plants & Trees,Bush|Bushes|Ornamental|Ornamental plant|Plant|Plants
n,513.1 KB,4404,Books Set 3D Model,Free Books Set 3D Model ID4404 for Free Download in .3DS & .Gsm Zip Files. Download freebies 3dsMax Models of Books| Book 3D Objects| 3D Models free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/books-set-3d-model_4404.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Furniture,Book|Book & Magazine|books|magazine|Set
n,3.1 MB,16823,Beach Girl Character 3D Model,Download Beach Girl Character 3d Max Model Free in .3ds .Max Zip files – ID16823. Thousands Free 3D Max Models of 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/beach-girl-character-3d-max-model-free_16823.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,beach|Character|Girl|Human|People
n,29.4 MB,20956,House Hallway Interior Scene 3D Model,Download 3d Max Model Free House Hallway Interior in .3ds .Max Zip files – ID20956. Thousands Free 3D Max Models of Staircases 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/3d-max-model-free-house-hallway-interior_20956.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|Building Components|Furniture,Hall|Hallway|Handrail|House|Interior|scene|Stair|Stair & Handrail|staircases|Stairs
n,545.8 KB,47033,Soviet Soldier 3D Model,Free 3D Model of Soviet Soldier ID47033 for free download| files available in: 3D Studio Max (.max) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-soviet-soldier_47033.html,Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Human|Male|Man|Military|Soldier|soviet
n,85.7 KB,12390,Escalator 3D Model,Download Free 3D Model of Escalator| files available in: Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/escalator_12390.html,Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Architecture,Escalator|Stair|Stairs
n,12.4 MB,2245,Airplane 3D Model,Airplane 3D Model Free Download| ID2245 (.3ds &.gsm files). Thousands Airplane| Air Liner| Aeroplane 3DS Max Models & 3D Objects| Free 3D Models for 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/airplane-3d-model-11_2245.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Aircraft|Vehicles,777|aeroplane|air|air liner|Aircraft|Airplane|boeing|boeing 777|liner
n,986.0 KB,44555,Hatsune Miku 3D Model,Free 3D Model of Hatsune Miku ID44555 for free download| files available in: 3D Studio Max (.max) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-hatsune-miku_44555.html,Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Anime characters|Characters,Character|Female|fictional|Fictional Character|Girl|Hatsune|Human|Miku
n,3.9 MB,7627,Aston Martin Rapide Car 3D Model,Download Free 3D Model of Aston Martin Rapide Car 3d Model| files available in: Autodesk 3D Studio (.3ds)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/aston-martin-rapide-car-3d-model_7627.html,3ds|Blend|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,aston|Aston Martin|Car|Cars|cool|martin|rapide|Vehicles
n,2.4 MB,301314,Car Mercedes Benz C63 Amg 3D Model,Free 3D Car Mercedes Benz C63 Amg Model| free download ID301314. File available in: Autodesk FBX (.fbx) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/car-mercedes-benz-c63-amg_301314.html,Fbx,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,amg|benz|C63|Car|Mercedes|Mercedes Benz|MercedesBenz|Transport
n,10.6 MB,20163,Dark Modern Bedroom Interior 3D Model,Download Dark Modern Bedroom Interior 3d Max Model in .3ds .Max Zip files – ID20163. Thousands Free 3D Max Models of Bedroom 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/dark-modern-bedroom-interior-3d-max-model_20163.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|Bedroom Furniture|Furniture,Bedroom|dark|Interior|Modern
n,49.8 KB,184153,Kitchen Water Ridge Tap 3D Model,Free 3D Model Kitchen Water Ridge Tap| free download ID184153. File available in: Autodesk 3D Studio (.3ds)| AutoCad (.dwg)| 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-kitchen-water-ridge-tap_184153.html,3ds|Dwg|Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Misc,Faucet|Industrial|Kitchen|Kitchen faucet|Ridge|tap|Water|Water tap
n,11.7 MB,5330,Oil Lamp 3D Model,Oil Lamp 3D Model ID5330 for Free Download in .3DS & .Gsm Zip Files. Download freebies 3dsMax Models of Lamp| Kerosene Lamp| Oil Lamp 3D Objects| 3D Models free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/oil-lamp-3d-model_5330.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Furniture|Lighting Fixtures,kerosene|kerosene lamp|Lamp|oil|oil lamp
n,17.0 MB,477327,Human Body Base Rigged 3D Model,3D Human Body Base Rigged Model for free download| file formats: Blender (.blend)| Autodesk FBX (.fbx). File size: 17.0 MB| ID477327. This model contains 3d assets| polygon| shapes related to ,https://open3dmodel.com/3d-models/human-body-base-rigged_477327.html,Blend|Fbx,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,Yes,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,base|Basehuman|body|Characters|Human|Rig|riged|Rigged
n,13.5 MB,6384,Palm 3D Model,Free Palm 3D Model ID6384 for Free Download in (.gsm & .3ds) Zip Files. Freebies 3dsMax Models of Palm| Plant| Tree 3D Objects| 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/palm-3d-model-4_6384.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Nature|Plants & Trees,Palm|Plant|Plants|Tree|Trees
n,2.8 MB,124125,Monkey D. Luffy One Piece Character 3D Model,Free 3D Model of Monkey D. Luffy One Piece Character ID124125 for free download| files available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-monkey-d-luffy-one-piece-character_124125.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Anime characters|Characters|Land Animals,Boy|Character|Characters|d|fictional|Fictional Character|Luffy|Male|Male Characters|Monkey|Monkey D Luffy|one|One Piece|piece|Pirate
n,16.0 MB,122086,Mercedes Benz Ambulance Sprinter 3D Model,Free 3D Model of Mercedes Benz Ambulance Sprinter ID122086 for free download| files available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-mercedes-benz-ambulance-sprinter_122086.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,Ambulance|benz|Mercedes|Mercedes Benz|Sprinter|Transport
n,767.0 KB,40627,Tuna Fish Skeleton 3D Model,Free 3D Model of Tuna Fish Skeleton ID40627 for free download| files available in: 3D Studio Max (.max) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/tuna-fish-skeleton_40627.html,Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Anatomy|Animal|Characters|Nature|Sea Animals,Bone|Fish|Skeleton|tuna
n,16.3 MB,64245,Luxury Hotel Reception Room Interior Scene 3D Model,Free 3D Models of Luxury Hotel Reception Room Interior Scene| files available in: 3D Studio Max (.max)| Vray (Materials & Settings). Archive file containts Antique Sofa and Wall Decoration 3d models. Download this 3d scene for free and you can get 3d elements or vray settings| textures| etc…to import to your 3D Interior Scenes| Architecture projects| or 3d printing. Great vray 3d models & materials included textures ready for 3d design related to architecture visualization| interior & exterior rendering working.,https://open3dmodel.com/3d-models/luxury-hotel-reception-room-interior-scene_64245.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Low Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|High Quality,Antique|Antique Sofa|Decoration|High|High Poly|Hotel|Interior|Low Poly|Lowpoly|Luxury|Poly|reception|Room|scene|Sofa|Wall|Wall Decoration
n,14.1 MB,41251,Godzilla Animated Rig 3D Model,Free 3D Model of Godzilla Animated Rig ID41251 for free download| files available in: Maya (.ma| .mb) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/godzilla-animated-rig_41251.html,Ma, Mb,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,Yes,Yes,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Animal Characters|Fantasy Animals|Nature,Animated|godzilla|Monster|Rig|Rigged
n,85.7 KB,11735,Claire Redfield Female Character 3D Model,Download Free 3D Model of Claire Redfield Female Character| files available in: Autodesk FBX (.fbx) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/claire-redfield-female-character_11735.html,Fbx,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Character|claire|Female|Game|Human|People|redfield|Women
n,440.5 KB,45379,Santa Claus Rig 3D Model,Free 3D Model of Santa Claus Rig ID45379 for free download| files available in: 3D Studio Max (.max) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-santa-claus-rig_45379.html,Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,Yes,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Claus|Human|Male|Man|Old|Old people|People|Rig|Rigged|santa|Santa Claus|Seniors
n,4.1 MB,125718,Sexy Maid 3D Model,Free 3D Model of Sexy Maid ID125718 for free download| files available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-sexy-maid_125718.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,costumes|Female|Human|Lady|Maid|Sexy|Woman
n,525.3 KB,44426,Isuzu Truck 3D Model,Free 3D Model of Isuzu Truck ID44426 for free download| files available in: Autodesk 3D Studio (.3ds) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-isuzu-truck_44426.html,3ds,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,commercial|Commercial vehicle|isuzu|Truck|Vehicle
n,4.0 MB,193109,Children Ball Pool 3D Model,Free 3D Model Children Ball Pool| free download ID193109. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-children-ball-pool_193109.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Garden Components|Misc|Site Components|Sport,Ball|Children|Equipment|Kids|Outdoor|Playground|Playground equipment|Pool|Toy|toy ball
